,t_count,d_count,tf,idf,tf_idf,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
senate seat,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
businessman,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
limit,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
body language,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
bit,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
federal energy regulatory commission,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
insight,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
fuel capability,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
tax reform law,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
oregon,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
justice department veteran,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
government ethic office,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
set,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
volume,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
kitchen cabinet likewise,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
demonstration,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
security problem,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
yeah,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
cascade,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
fifth,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
headlines,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
trump interview,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
hillary,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
martin luther king jr. day weekend,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
cabinet member,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
u.s. trade law,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
strike,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
peter carr,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
giveaway,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
fencing,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
denuclearization,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
state rex tillerson,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
completion,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
environmentalists,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
push,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
carrier official,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
assertion,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
ceo,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
bench,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
thrust,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
family,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
nevada,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
minority turnout,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
arm export,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
gary kalman,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
daughter,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
security assistance officer,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
maryland,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
criminal defense attorney alan dershowitz,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
east asia,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
impasse,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
fbi headquarters,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
tillerson,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
stopping north korea,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
robert james,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
treatment,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
diplomacy,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
ms. daniels,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,1.0,,,,
technology company,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
bipartisanship,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
carrier corp. factory,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
nbc news analyst,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
energy superpower,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
europe,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
visa lottery system,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
defense attorney,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
trade conflict,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
border wall prototype,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
fbi director,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
relation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
security threat,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
energy provider,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
scene,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
face,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
u.s. power,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
stress,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
land use,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
man,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
respond,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,1.0,,,,
europes,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
trust,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
trade decision,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
mode,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
worth,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
politico,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
capital,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
labor secretary alexander acosta,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
south carolina republican,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
institution,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
objection,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
route,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
gamesmanship,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
john delury,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
agriculture secretary sonny perdue,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
light,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
party view,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
time report,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
administration intensifies negotiation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
icbm,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
resurgent authoritarianism,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
characterization,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
defense department asia specialist,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
security adviser,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
associate professor,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
authorization,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
u.s. attorney,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
white house intern,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
disgrace,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
money laundering,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
immigration system,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
innovation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
lunch,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
investment decision,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
arm proliferation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
artillery,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
topic,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
location,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
u.s. customs,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
retirement,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
duration,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
ben forney,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
glenn simpson,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
mr. rosss decision,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
fighter jet,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
conspiracy,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
halting,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
wto rule,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
whole,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
attorney,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,1.0,,,,
geography limitation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
something majority leader mitch mcconnell,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
poll,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
atlantic ocean,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
remember trump,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
everybody,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
improvement,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
mcmaster,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
policy option,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
act,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
stephanie clifford,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,1.0,,,,
hill member,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
trumps state,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
conference,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
root,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
surge,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
mix,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
renegotiation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
flag,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
security measure,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
tax deferral,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
unblocking,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
name,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
coverage,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
white house meeting,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
betsy devos,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
guideline,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
texas civil rights project,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
confrontational,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
national economic council director gary cohn,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
hundred,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
justice department investigation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
picture,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
aluminum case,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
furnace production job,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
jared kushner,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
state department official,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
messaging,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
power plant owner,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
bush,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
rachael bade,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
flake spokesman jason samuels,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,1.0,,,,,,,,,,,,,,
indiana official,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
republican chairman,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
deterrence capability,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
efrén c. olivares,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
executive order,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
memo,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
precursor,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
president campaign promise,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,1.0,,
job cut,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
retired united steelworkers local,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,1.0,
general dynamics corp,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
irans islamic establishment,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
opposition research firm fusion gps,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,1.0,,,,,,,,
oval office time,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
actions-speak-louder-than-words realm,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
circle,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
secret,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
ayatollah sadegh amoli-larijani,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
rich,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
gas production,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
leak,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
extent,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
lester holt,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,1.0,,,,,,,,,,,,,,,,,,
border security issue,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,1.0,,,,,,,,,,,,,,,,,,,,,
element,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,,,,1.0
freeze,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,1.0,,,,,,,
mr. rosss russia tie,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,1.0,,,,,,,,,,,,,,,
norm,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
struggle,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
trade crackdown,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
try,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
array,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,1.0,,,,,,,,,,
transformation,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,1.0,,,,,,,,,,,
language trump,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
exposé,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
decision isnt,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
white house deputy press secretary raj shah,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
president trumps call,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,1.0,,,,,
energy market,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,1.0,,,,,,,,,,,,,
activity,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,1.0,,,,,,,,,,,,,,,,
itar,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,1.0,,,,,,,,,,,,,,,,,
fake news mainstream media,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
punishment,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
locker room,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,1.0,,,,,,
flame,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,1.0,,,,,,,,,,,,,,,,,,,,
new hampshire,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,,,,,,,,,,,,,,,,,1.0,,,
overhaul,1,1,0.0002994011976047904,1.3424226808222062,0.00040192295833000187,,,1.0,,,,,,,,,,,,,,,,,,,
