,t_count,d_count,tf,idf,tf_idf,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
presidentDonaldTrump,213,22,0.06377245508982037,0.0,0.0,12.0,20.0,28.0,37.0,6.0,13.0,6.0,3.0,2.0,2.0,4.0,12.0,2.0,12.0,5.0,12.0,5.0,11.0,4.0,1.0,8.0,8.0
meeting,28,5,0.008383233532934131,0.6434526764861874,0.0053942140543752235,7.0,,5.0,1.0,,8.0,,,,,,,,,,7.0,,,,,,
white house,26,10,0.007784431137724551,0.3424226808222063,0.002665565778855498,2.0,4.0,2.0,3.0,1.0,,1.0,1.0,,,,5.0,,,,6.0,1.0,,,,,
plan,24,8,0.00718562874251497,0.43933269383026263,0.0031568816323132645,,,1.0,,3.0,,,5.0,6.0,,1.0,,,,,,,,6.0,1.0,1.0,
country,23,10,0.0068862275449101795,0.3424226808222063,0.0023580004966798638,2.0,,4.0,3.0,,,1.0,,,,1.0,,,,5.0,3.0,1.0,,,,2.0,1.0
official,22,10,0.006586826347305389,0.3424226808222063,0.0022554787359546523,,1.0,6.0,,4.0,1.0,2.0,2.0,,,,1.0,,1.0,,,3.0,1.0,,,,
administration,21,8,0.006287425149700598,0.43933269383026263,0.002762271428274106,,,,2.0,4.0,,1.0,4.0,3.0,,,5.0,,,,,,,,1.0,,1.0
interview,21,5,0.006287425149700598,0.6434526764861874,0.0040456605407814174,,2.0,,11.0,,,1.0,,,,,1.0,,6.0,,,,,,,,
china,20,6,0.005988023952095809,0.5642714304385625,0.0033788708409494767,,,6.0,,1.0,,,,,3.0,3.0,,4.0,,3.0,,,,,,,
north korea,19,2,0.005688622754491018,1.0413926851582251,0.00592409012515158,,,,,,,,,,,17.0,,,,2.0,,,,,,,
UnitedStates,16,7,0.004790419161676647,0.4973246408079494,0.0023823934889003564,1.0,,1.0,,3.0,,,,,,7.0,,,,2.0,1.0,,,,,1.0,
investigation,15,3,0.004491017964071856,0.8653014261025438,0.00388608424896352,,,2.0,9.0,,,,,,,,,,4.0,,,,,,,,
statement,15,5,0.004491017964071856,0.6434526764861874,0.002889757529129584,,,,2.0,,,,,,,,,,,,4.0,,4.0,4.0,,1.0,
campaign,14,7,0.004191616766467066,0.4973246408079494,0.0020845943027878117,,1.0,1.0,7.0,,,,,,,,,,2.0,,,,1.0,,,1.0,1.0
job,13,4,0.0038922155688622755,0.7403626894942439,0.0028816511866542427,,,,,3.0,,1.0,,,,,1.0,,,,,,,,,8.0,
company,13,4,0.0038922155688622755,0.7403626894942439,0.0028816511866542427,,,3.0,,,,6.0,,,,,,,,,,,2.0,,,2.0,
agreement,13,5,0.0038922155688622755,0.6434526764861874,0.00250445652524564,,,,,,,2.0,,,,,,,,1.0,,5.0,4.0,,,1.0,
office,13,8,0.0038922155688622755,0.43933269383026263,0.0017099775508363517,,,1.0,5.0,1.0,,1.0,,,1.0,,,1.0,,2.0,,,,,,1.0,
deal,13,8,0.0038922155688622755,0.43933269383026263,0.0017099775508363517,1.0,,1.0,,3.0,1.0,,,,,,,,,1.0,,3.0,1.0,,,2.0,
united states,13,8,0.0038922155688622755,0.43933269383026263,0.0017099775508363517,,1.0,1.0,1.0,2.0,,,,,,2.0,,,,1.0,3.0,2.0,,,,,
election,12,6,0.003592814371257485,0.5642714304385625,0.0020273225045696858,,,,3.0,,,,,,1.0,,1.0,1.0,,,,,3.0,,,,3.0
asset,12,2,0.003592814371257485,1.0413926851582251,0.0037415306053588926,,1.0,,,,,11.0,,,,,,,,,,,,,,,
group,12,6,0.003592814371257485,0.5642714304385625,0.0020273225045696858,,,,,1.0,,1.0,,2.0,,,,,,,3.0,,,2.0,3.0,,
action,12,5,0.003592814371257485,0.6434526764861874,0.002311806023303667,,,6.0,3.0,,,,,,,1.0,,,,,,1.0,,1.0,,,
decision,11,6,0.0032934131736526945,0.5642714304385625,0.0018583789625222118,,,3.0,1.0,,,1.0,,4.0,,,,,,,,1.0,,,,1.0,
policy,11,7,0.0032934131736526945,0.4973246408079494,0.001637895523618995,1.0,1.0,2.0,,3.0,,,,,,,2.0,,,1.0,,,,,1.0,,
team,11,3,0.0032934131736526945,0.8653014261025438,0.0028497951159065812,,,,8.0,1.0,,,,,,,,,2.0,,,,,,,,
trade,11,2,0.0032934131736526945,1.0413926851582251,0.0034297363882456514,,,6.0,,,,,,,,,,,,5.0,,,,,,,
wilburRoss,11,2,0.0032934131736526945,1.0413926851582251,0.0034297363882456514,,,2.0,,,,9.0,,,,,,,,,,,,,,,
republicans,11,5,0.0032934131736526945,0.6434526764861874,0.002119155521361695,3.0,,,,,,,,,,,2.0,,1.0,,,,,,,1.0,4.0
jamesComey,11,2,0.0032934131736526945,1.0413926851582251,0.0034297363882456514,,,,10.0,,,,,,,,,,1.0,,,,,,,,
russia,10,4,0.0029940119760479044,0.7403626894942439,0.0022166547589648022,,,,4.0,1.0,,,,,,3.0,,,2.0,,,,,,,,
part,10,9,0.0029940119760479044,0.3881801713828814,0.001162216081984675,1.0,,,2.0,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,1.0
way,10,9,0.0029940119760479044,0.3881801713828814,0.001162216081984675,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,1.0,,1.0,,,,,,1.0
nation,10,3,0.0029940119760479044,0.8653014261025438,0.0025907228326423467,,,,,,,,,4.0,,1.0,,,,,5.0,,,,,,
specialcounsel,10,2,0.0029940119760479044,1.0413926851582251,0.0031179421711324106,,,,8.0,,,,,,,,,,2.0,,,,,,,,
tariff,9,2,0.002694610778443114,1.0413926851582251,0.00280614795401917,,,8.0,,,,,,,,,,,,1.0,,,,,,,
aide,9,4,0.002694610778443114,0.7403626894942439,0.001994989283068322,,,5.0,,,2.0,,,,,,1.0,,,,1.0,,,,,,
immigrant,9,3,0.002694610778443114,0.8653014261025438,0.0023316505493781122,2.0,,,,,,,,,,,,,,,6.0,,,,,,1.0
administration official,9,3,0.002694610778443114,0.8653014261025438,0.0023316505493781122,,,4.0,,4.0,,,1.0,,,,,,,,,,,,,,
conflict,9,2,0.002694610778443114,1.0413926851582251,0.00280614795401917,,,,,,,8.0,,,,1.0,,,,,,,,,,,
matter,9,5,0.002694610778443114,0.6434526764861874,0.0017338545174777505,,,,2.0,1.0,,,1.0,,,,,,,,,,4.0,,1.0,,
import,9,4,0.002694610778443114,0.7403626894942439,0.001994989283068322,,,5.0,,,,,,,1.0,,,2.0,,1.0,,,,,,,
trump administration,9,7,0.002694610778443114,0.4973246408079494,0.0013400963375064506,,,,,2.0,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,2.0,,
state,9,7,0.002694610778443114,0.4973246408079494,0.0013400963375064506,,,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,2.0,,,1.0
congress,9,5,0.002694610778443114,0.6434526764861874,0.0017338545174777505,,,1.0,1.0,,,,3.0,,,,,,1.0,,,,,,3.0,,
mexico,8,5,0.0023952095808383233,0.6434526764861874,0.0015412040155357782,,,,,,,,,,1.0,,,1.0,,2.0,,,,,1.0,3.0,
reporter,8,6,0.0023952095808383233,0.5642714304385625,0.0013515483363797905,2.0,2.0,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,
concern,8,4,0.0023952095808383233,0.7403626894942439,0.0017733238071718416,,,2.0,,3.0,,,,,,,2.0,,,,,,,1.0,,,
deficit,8,3,0.0023952095808383233,0.8653014261025438,0.0020725782661138773,,,,,,,,,,2.0,,,2.0,,4.0,,,,,,,
authority,8,3,0.0023952095808383233,0.8653014261025438,0.0020725782661138773,,,,,1.0,,,,,,,,,,,,1.0,,,6.0,,
proposal,8,5,0.0023952095808383233,0.6434526764861874,0.0015412040155357782,,,,,1.0,,,1.0,2.0,,,,,,,,,,1.0,3.0,,
democrats,8,4,0.0023952095808383233,0.7403626894942439,0.0017733238071718416,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,2.0
robertMueller,8,2,0.0023952095808383233,1.0413926851582251,0.0024943537369059286,,,,5.0,,,,,,,,,,3.0,,,,,,,,
lawmaker,7,5,0.002095808383233533,0.6434526764861874,0.0013485535135938059,2.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,2.0
dianneFienstein,7,1,0.002095808383233533,1.3424226808222062,0.002813460708310013,,,,,,,,,,,,,,7.0,,,,,,,,
comment,7,5,0.002095808383233533,0.6434526764861874,0.0013485535135938059,,,1.0,,1.0,,,,,,,,,1.0,,3.0,,1.0,,,,
thing,7,6,0.002095808383233533,0.5642714304385625,0.0011826047943323166,1.0,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0
good,7,4,0.002095808383233533,0.7403626894942439,0.0015516583312753613,,,2.0,,1.0,,,,,2.0,,,2.0,,,,,,,,,
adviser,7,3,0.002095808383233533,0.8653014261025438,0.0018135059828496426,,,4.0,,,,2.0,,,,,1.0,,,,,,,,,,
sanction,7,4,0.002095808383233533,0.7403626894942439,0.0015516583312753613,,,,,,,2.0,,,,2.0,,,,1.0,,2.0,,,,,
drilling,7,1,0.002095808383233533,1.3424226808222062,0.002813460708310013,,,,,,,,,,,,,,,,,,,7.0,,,
case,7,4,0.002095808383233533,0.7403626894942439,0.0015516583312753613,1.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,
schedule,7,1,0.002095808383233533,1.3424226808222062,0.002813460708310013,,,,,,7.0,,,,,,,,,,,,,,,,
wall,7,3,0.002095808383233533,0.8653014261025438,0.0018135059828496426,1.0,,,,,,,5.0,,,,,,,,,,,,1.0,,
decade,7,5,0.002095808383233533,0.6434526764861874,0.0013485535135938059,,,,,1.0,,,1.0,,,,,,,,,,2.0,2.0,1.0,,
department,7,2,0.002095808383233533,1.0413926851582251,0.0021825595197926873,,,,,,,,,,,,,,,,,,,3.0,4.0,,
lawyer,6,4,0.0017964071856287425,0.7403626894942439,0.0013299928553788811,,,,1.0,,,,,,,,,,1.0,,,,2.0,,2.0,,
business,6,5,0.0017964071856287425,0.6434526764861874,0.0011559030116518336,,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,1.0
request,6,3,0.0017964071856287425,0.8653014261025438,0.001554433699585408,,,1.0,,,,,4.0,,,,,,1.0,,,,,,,,
promise,6,6,0.0017964071856287425,0.5642714304385625,0.0010136612522848429,,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,
border,6,4,0.0017964071856287425,0.7403626894942439,0.0013299928553788811,1.0,,,,,,,2.0,,,,,,,1.0,,,,,2.0,,
power,6,2,0.0017964071856287425,1.0413926851582251,0.0018707653026794463,,,,,,,,,3.0,,3.0,,,,,,,,,,,
washington,6,6,0.0017964071856287425,0.5642714304385625,0.0010136612522848429,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,
payment,6,3,0.0017964071856287425,0.8653014261025438,0.001554433699585408,,,,,,,,1.0,,,,,,,1.0,,,4.0,,,,
world,6,4,0.0017964071856287425,0.7403626894942439,0.0013299928553788811,,,,,2.0,,1.0,,,,1.0,,,,2.0,,,,,,,
billion,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,
law,5,4,0.0014970059880239522,0.7403626894942439,0.0011083273794824011,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,1.0,
question,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,
border wall,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,1.0,,,,,,,,,,,,,,,,,,,4.0,,
daca,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,3.0,,,,,,,2.0,,,,,,,,,,,,,,
ms. clifford,5,1,0.0014970059880239522,1.3424226808222062,0.0020096147916500093,,,,,,,,,,,,,,,,,,5.0,,,,
end,5,4,0.0014970059880239522,0.7403626894942439,0.0011083273794824011,1.0,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,
investment,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,,,,,,,4.0,,,,,,,,1.0,,,,,,,
fbi,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,,,,4.0,,,,,,,,,,1.0,,,,,,,,
option,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,
south korea,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,,,1.0,,,,,,,,4.0,,,,,,,,,,,
source,5,4,0.0014970059880239522,0.7403626894942439,0.0011083273794824011,,,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,
allegation,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,,,,,,,,,,,,,,1.0,,,,4.0,,,,
role,5,5,0.0014970059880239522,0.6434526764861874,0.0009632525097098615,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0
mile,5,1,0.0014970059880239522,1.3424226808222062,0.0020096147916500093,,,,,,,,5.0,,,,,,,,,,,,,,
dollar,5,4,0.0014970059880239522,0.7403626894942439,0.0011083273794824011,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,
plant,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,,,,,,,,,1.0,,,,,,,,,,,,4.0,
committee,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,,,,,,,1.0,,,,,,,4.0,,,,,,,,
russia investigation,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,,,,,,,,,,,,3.0,,2.0,,,,,,,,
talk,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,,2.0,,,,,,,2.0,,,,,,,1.0,,,,
condition,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,,,3.0,,,1.0,,,1.0,,,,,,,,,,,
member,5,5,0.0014970059880239522,0.6434526764861874,0.0009632525097098615,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,
carrier,5,1,0.0014970059880239522,1.3424226808222062,0.0020096147916500093,,,,,,,,,,,,,,,,,,,,,5.0,
order,5,4,0.0014970059880239522,0.7403626894942439,0.0011083273794824011,,,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,
kind,5,4,0.0014970059880239522,0.7403626894942439,0.0011083273794824011,1.0,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,
economy,5,4,0.0014970059880239522,0.7403626894942439,0.0011083273794824011,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,2.0
discussion,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,,3.0,,,,1.0,,,,,,,,1.0,,,,,,
detail,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,,,2.0,,,1.0,,,,,,2.0,,,,,,,,
irans,5,1,0.0014970059880239522,1.3424226808222062,0.0020096147916500093,,,,,,,,,,,,,,,,,5.0,,,,,
kim jong un,5,1,0.0014970059880239522,1.3424226808222062,0.0020096147916500093,,,,,,,,,,,5.0,,,,,,,,,,,
report,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,
residence,5,1,0.0014970059880239522,1.3424226808222062,0.0020096147916500093,,,,,,5.0,,,,,,,,,,,,,,,,
nbc news,5,2,0.0014970059880239522,1.0413926851582251,0.0015589710855662053,,,,3.0,,,,,,,,,,,,2.0,,,,,,
government,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,
ally,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,
lot,5,4,0.0014970059880239522,0.7403626894942439,0.0011083273794824011,1.0,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0
person,5,3,0.0014970059880239522,0.8653014261025438,0.0012953614163211734,,,,3.0,1.0,,,,,,,1.0,,,,,,,,,,
claim,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,
commitment,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,
duty,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
evidence,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,
tv,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,4.0,,,,,,,,,,,,,,,,
oath,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,3.0,,,,,,,,,,1.0,,,,,,,,
weapon,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,,,4.0,,,,,,,,,,,
ferc,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,4.0,,,,,,,,,,,,,
summer,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,
oval office,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,1.0,,,,2.0,,,,,,,,,,1.0,,,,,,
story,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0
collusion,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,1.0,,3.0,,,,,,,,,,,,,,,,,,
worker,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,
start,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,
service,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,
interest,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,
nafta,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,2.0,,,,,,,,,,,,2.0,,,,,,,
mr. cohen,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,,,,,,,,,,4.0,,,,
negotiation,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,
grid,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,4.0,,,,,,,,,,,,,
price,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,
strategy,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,3.0,1.0,,,,,,,,,,,,,,,,,
amount,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,3.0,,,,,,1.0,,,,,,,,,,,,,
place,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,
anything,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,
round,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,,,1.0,,,,2.0,,,,,,,,,,1.0,
fitness,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,3.0,,,,,,,,,,1.0,,,,,,,,,,
dossier,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,,,,,,4.0,,,,,,,,
record,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,
threat,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,
problem,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0
nothing,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,
appointee,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,4.0,,,,,,,,,,,,,,,
effect,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0
record high,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,,,,,,2.0,,,2.0,,,,,,,,,
anonymity,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,3.0,,,1.0,,,,,,,,,,,,,,
mr. kushner,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,4.0,,,,,,,,,,,,,,,
stability,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,4.0,,,,,,,,,,,,,,,,,,,,
right,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,3.0,,,,,,1.0,,,,,,,,,,,
relationship,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,3.0,,,,,,,1.0,,,,,,,,,,,
risk,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,
agency,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,,,,1.0,,,,,,,,,,,,3.0,,
u.s. economy,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,
imports,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,,,,,,2.0,,,2.0,,,,,,,,,
land,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,,,,,,,,,,,,4.0,,
immigration,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,
process,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,
factory,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,,,,,,,,,,,,,4.0,
public,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,
lack,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,
base,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,2.0,,,,,,,,,,,,,,,,,2.0
encounter,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,,,,,,,,,,4.0,,,,
addition,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,
jan.,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,
goal,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,,,,,,,3.0,1.0,,,,,,,,,,
level,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,,,,,,2.0,,,2.0,,,,,,,,,
percent,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,
west wing,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,,,,1.0,,,,,3.0,,,,,,,,,,
commerce department,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,
restriction,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,2.0,,2.0,,,,,,,,,,,,,,,,,
wto,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,2.0,,,,,,,,,,,,2.0,,,,,,,
probe,4,2,0.0011976047904191617,1.0413926851582251,0.0012471768684529643,,,,2.0,,,,,,,,,,2.0,,,,,,,,
system,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,
europeanUnion,4,4,0.0011976047904191617,0.7403626894942439,0.0008866619035859208,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,
jones,4,1,0.0011976047904191617,1.3424226808222062,0.0016076918333200075,,,,,,,,,,,,,,,,,,,,,4.0,
issue,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,,,,1.0,,,2.0,,,,1.0,,,,,,,
california,4,3,0.0011976047904191617,0.8653014261025438,0.0010362891330569386,,,,,,,,1.0,,,,,,,,,,,2.0,,,1.0
apology,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,,,,,,,2.0,,1.0,,,,,,
weapon sale,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,3.0,,,,,,,,,,,,,,,,,
genius,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,3.0,,,,,,,,,,,,,,,,,,,,
arm,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,3.0,,,,,,,,,,,,,,,,,
missile,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,,,,2.0,,,,,,1.0,,,,,
witness,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,1.0,,,,,,,,,,2.0,,,,,,,,
u.s. trade deficit,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,
security,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,2.0,,1.0,,,,,,,,,,,,,,,,,
doubt,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,
leader,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,
series,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,
fireandfury,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,2.0,,,,,,,,,1.0,,,,,,,,,,,
wind,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,3.0,,,,,,,,,,,,,
debate,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,
program,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
track,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,
example,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,2.0,1.0,,,,,,,,,,,,,,,
indianapolis factory,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,,,,,,,3.0,
challenge,3,3,0.0008982035928143712,0.8653014261025438,0.000777216849792704,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,
aides,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,2.0,,,1.0,,,,,,,,,,,,,,,,
crisis,3,2,0.0008982035928143712,1.0413926851582251,0.0009353826513397232,,,,,,,,,,,2.0,,,,1.0,,,,,,,
regulation,3,1,0.0008982035928143712,1.3424226808222062,0.0012057688749900054,,,,,,,,,,,,,,,,,,,,3.0,,
