,t_count,concept,d_count,tf,idf,tf_idf,weight,DSI-01,DSI-02,DSI-03,DSI-04,DSI-05,DSI-06,DSI-07,DSI-08,DSI-09,DSI-10,DSI-11,DSI-12,DSI-13,DSI-14,DSI-15,DSI-16,DSI-17,DSI-18,DSI-19,DSI-20,DSI-21,DSI-22,DSI-23,DSI-24,DSI-25,DSI-26,DSI-27,DSI-28,DSI-29,DSI-30,DSI-31,DSI-32,DSI-33,DSI-34,DSI-35,DSI-36,DSI-37,DSI-38,DSI-39,DSI-40,DSI-41,DSI-42,DSI-43,DSI-44,DSI-45,DSI-46,DSI-47,DSI-48,DSI-49,DSI-50,DSI-51,DSI-52,DSI-53,DSI-54,DSI-55,DSI-56,DSI-57,DSI-58,DSI-59,DSI-60,DSI-61,DSI-62,DSI-63,DSI-64,DSI-65,DSI-66,DSI-67,DSI-68,DSI-69,DSI-70,DSI-71,DSI-72,DSI-73,DSI-74,DSI-75,DSI-76,DSI-77,DSI-78,DSI-79,DSI-80,DSI-81,DSI-82,DSI-83,DSI-84,DSI-85,DSI-86,DSI-87,DSI-88,DSI-89,DSI-90,DSI-91
gorsuchs ability,1,supremeCourtJudge,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secret service,1,presidentDonaldTrump,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,0.004545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obamas legacy,1,barackObama,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
election issue,1,russiaElectionHacking,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contribution thousand,1,presidentialCampaign,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,,,,
obamas climate policy,1,climateChange,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006024096385542169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crooked hillary clinton,1,hillaryClinton,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obamas choice,1,barackObama,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deficit hardliner,1,taxes,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,0.015384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tax bill,1,taxes,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015151515151515152
budget resolution,1,economy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
george f kennan,1,northSouthKorea,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,,,,,,,,
government regulation,1,energy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doctor,1,healthcare,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little havana,1,centralAmericanNations,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
usmexico border,1,borderSecurity,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,,,,,,,,,,,,
energyand,1,energy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administration budget isnt,1,finance,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us election,1,presidentialElection,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export restriction,1,trade,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007518796992481203,,,,,,,,,,,,,,,,,
something majority leader mitch mcconnell,1,immigration,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,,,,,,,,,,
sarah huckabee sanders,1,presidentialCampaign,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,
gopheld house seat,1,republican,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015151515151515152
fbi investigator,1,russiaElectionHacking,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006289308176100629,,,,,,,,,,,,,,,,,,
startups,1,americanBusiness,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
election voter,1,presidentialCampaign,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,0.007462686567164179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broad restriction,1,foreignPolicy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005434782608695652,,,,,,,,,,,,,,,,,,,
disclosure form,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008130081300813009,,,,,,,,,,,,,,,
china president xi jinping,1,china,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alaska lisa murkowski,1,republican,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006024096385542169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
energy provider,1,environmentalPolicy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,
east asia,1,asianNations,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007751937984496124,,,,,,,,,,,
immigration enforcer,1,immigration,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obama regulation,1,barackObama,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,0.016129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
army,1,military,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007751937984496124,,,,,,,,,,,
trooper jay cullen,1,lawEnforcement,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gorsuchs nomination,1,supremeCourtJudge,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marketing,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msnbc tv host mika brzezinski,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alabama u senate,1,democrat,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015151515151515152
ice agent,1,immigration,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bruce cain,1,education,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,0.014925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drug,1,healthcare,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020833333333333332,,
party organization,1,healthcare,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,0.007751937984496124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
press coverage,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economics section,1,economy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iran economy,1,middleEasternNations,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
bali,1,asianNations,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,0.004545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week news,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
senator patrick j leahy,1,borderWall,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,0.014705882352941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
security secretary john kelly,1,trumpAdministration,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011363636363636364,,,,,,,,,,,,,,,,,,,,,,,,
julian assange,1,russiaElectionHacking,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fox news,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,0.00909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gop holdout,1,republican,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obamaera climate change regulation,1,climateChange,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
passage middle class tax relief,1,taxes,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decade building,1,trumpBusiness,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
judiciary,1,supremeCourtJudge,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intelligence official,1,russiaElectionHacking,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advertiser,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
us weapon industry,1,arms,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007518796992481203,,,,,,,,,,,,,,,,,
appropriation committee,1,borderWall,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,0.014705882352941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activist,1,conflict,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gop hand,1,republican,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01818181818181818,,,,,,,,,,
transmission organization,1,environmental,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,
emirati business partner hussain sajwani,1,middleEasternNations,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,0.004545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american household income,1,economy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
border measure,1,immigration,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,0.017857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foreign terrorist entry into,1,nationalSecurity,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mentalhealth care,1,domesticPolicy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012987012987012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
politifact,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006024096385542169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arm sale,1,arms,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007518796992481203,,,,,,,,,,,,,,,,,
house republican caucus,1,domesticPolicy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012987012987012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partyasorganization,1,healthcare,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006024096385542169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
china role,1,china,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intelligence report,1,russiaElectionHacking,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,0.0070921985815602835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerry brown,1,democrat,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,0.005494505494505495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isi threat,1,immigration,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,0.018518518518518517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
californiaberkeley,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,0.00909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dutertes affinity,1,foreignPolicy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,0.004545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
signature border wall,1,borderWall,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chemical,1,environmental,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agriculture secretary sonny perdue,1,usPolitician,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005434782608695652,,,,,,,,,,,,,,,,,,,
oil pipeline,1,energy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federal emergency management agency,1,naturalDisaster,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01098901098901099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christiana figueres,1,southAmericanNations,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc good morning america,1,media,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018867924528301886,,,,
us infrastructure spending,1,economy,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,0.007462686567164179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pullout will undermine us,1,trade,1,0.00013631406761177754,1.9590413923210936,0.00026704490080712835,1.0,,,,,,,,,,,,,,,,,,,,,0.0058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
